"folder","package","version","upload_time","label"
"rtslib_fb-2.2.4","rtslib_fb","2.2.4","2026-03-04T07:41:39","benign"
"rumdl-0.1.59","rumdl","0.1.59","2026-03-24T11:02:31","benign"
"s3fs-2022.7.1","s3fs","2022.7.1","2022-07-29T00:54:20","benign"
"schema-0.7.5","schema","0.7.5","2021-12-01T20:49:21","benign"
"scikit-image-0.26.0","scikit-image","0.26.0","2025-12-20T17:10:31","benign"
"scooby-0.11.0","scooby","0.11.0","2025-11-01T19:22:53","benign"
"sendgrid-6.9.7","sendgrid","6.9.7","2022-03-09T20:26:08","benign"
"sentry_sdk-1.9.0","sentry_sdk","1.9.0","2022-07-28T11:28:03","benign"
"setuptools-63.3.0","setuptools","63.3.0","2022-08-01T01:30:55","benign"
"setuptools_git-1.2","setuptools_git","1.2","2017-02-18T00:31:15","benign"
"sgp4-2.25","sgp4","2.25","2025-08-04T18:01:39","benign"
"shap-0.41.0","shap","0.41.0","2022-06-16T00:43:28","benign"
"shortuuid-1.0.9","shortuuid","1.0.9","2022-05-08T09:57:42","benign"
"shortzy-0.0.8","shortzy","0.0.8","2023-07-06T16:37:25","benign"
"singer-python-5.12.2","singer-python","5.12.2","2021-09-08T17:37:08","benign"
"singledispatch-3.7.0","singledispatch","3.7.0","2021-08-14T02:38:20","benign"
"sklearn-0.0","sklearn","0.0","2015-07-15T14:17:46","benign"
"sklearndf-2.4.2","sklearndf","2.4.2","2025-09-03T14:50:02","benign"
"slack_sdk-3.18.1","slack_sdk","3.18.1","2022-07-25T04:51:38","benign"
"slicer-0.0.7","slicer","0.0.7","2020-12-16T02:38:00","benign"
"smbus2-0.6.0","smbus2","0.6.0","2025-12-20T09:02:51","benign"
"smdebug_rulesconfig-1.0.1","smdebug_rulesconfig","1.0.1","2020-12-18T23:54:51","benign"
"sniffio-1.2.0","sniffio","1.2.0","2020-10-11T18:25:36","benign"
"soupsieve-2.3.2.post1","soupsieve","2.3.2.post1","2022-04-14T12:57:59","benign"
"sox-1.5.0","sox","1.5.0","2024-03-20T16:59:37","benign"
"spectree-2.0.1","spectree","2.0.1","2025-12-16T01:38:51","benign"
"sphinxcontrib_bibtex-2.4.2","sphinxcontrib_bibtex","2.4.2","2022-04-10T18:57:18","benign"
"sphinxcontrib_htmlhelp-2.0.0","sphinxcontrib_htmlhelp","2.0.0","2021-05-22T16:02:11","benign"
"sphinxcontrib_qthelp-1.0.3","sphinxcontrib_qthelp","1.0.3","2020-02-29T04:19:08","benign"
"sphinxcontrib_websupport-1.2.4","sphinxcontrib_websupport","1.2.4","2020-08-09T15:35:26","benign"
"sphinx_argparse-0.3.1","sphinx_argparse","0.3.1","2021-09-06T20:01:55","benign"
"sphinx_automodapi-0.14.1","sphinx_automodapi","0.14.1","2022-01-12T18:23:46","benign"
"sphinx_bootstrap_theme-0.8.1","sphinx_bootstrap_theme","0.8.1","2022-02-03T20:27:24","benign"
"sphinx_last_updated_by_git-0.3.8","sphinx_last_updated_by_git","0.3.8","2024-08-11T07:15:53","benign"
"sqlalchemy-2.0.49","sqlalchemy","2.0.49","2026-04-03T16:50:11","benign"
"sqlalchemy_redshift-0.8.11","sqlalchemy_redshift","0.8.11","2022-07-27T20:21:15","benign"
"sqlglotc-30.0.3","sqlglotc","30.0.3","2026-03-19T16:50:00","benign"
"sshtunnel-0.4.0","sshtunnel","0.4.0","2021-01-11T13:26:29","benign"
"statsd-3.3.0","statsd","3.3.0","2018-08-22T14:19:48","benign"
"streamlit-autorefresh-1.0.1","streamlit-autorefresh","1.0.1","2023-06-25T18:58:33","benign"
"streamlit-camera-input-live-0.2.0","streamlit-camera-input-live","0.2.0","2022-09-27T16:09:29","benign"
"strictyaml-1.6.1","strictyaml","1.6.1","2021-11-28T18:09:04","benign"
"structlog-25.5.0","structlog","25.5.0","2025-10-27T08:28:21","benign"
"supabase_functions-2.28.3","supabase_functions","2.28.3","2026-03-20T14:38:15","benign"
"tabulate-0.8.10","tabulate","0.8.10","2022-06-21T16:26:40","benign"
"teradata-15.10.0.21","teradata","15.10.0.21","2017-04-29T22:12:29","benign"
"termcolor-1.1.0","termcolor","1.1.0","2011-01-13T18:45:33","benign"
"termcolor-3.3.0","termcolor","3.3.0","2025-12-29T12:55:20","benign"
"TestSlide-2.7.1","TestSlide","2.7.1","2023-03-16T14:09:41","benign"
"tf_playwright_stealth-1.2.0","tf_playwright_stealth","1.2.0","2025-06-13T04:51:03","benign"
"threadpoolctl-3.1.0","threadpoolctl","3.1.0","2022-01-31T16:31:46","benign"
"thrift-0.16.0","thrift","0.16.0","2022-03-31T14:54:06","benign"
"tlslite_ng-0.8.2","tlslite_ng","0.8.2","2025-01-22T17:17:03","benign"
"tokenizers-0.12.1","tokenizers","0.12.1","2022-04-13T10:17:35","benign"
"toml-0.10.2","toml","0.10.2","2020-11-01T01:40:20","benign"
"tomli-2.0.1","tomli","2.0.1","2022-02-08T10:54:02","benign"
"toposort-1.7","toposort","1.7","2021-09-28T17:02:38","benign"
"tqdm-4.67.3","tqdm","4.67.3","2026-02-03T17:35:50","benign"
"transaction-5.1","transaction","5.1","2026-03-17T07:46:59","benign"
"transformers-4.21.0","transformers","4.21.0","2022-07-27T13:37:21","benign"
"tree_sitter_typescript-0.23.2","tree_sitter_typescript","0.23.2","2024-11-11T02:35:58","benign"
"trimesh-3.12.9","trimesh","3.12.9","2022-07-17T19:52:14","benign"
"trio_websocket-0.9.2","trio_websocket","0.9.2","2021-02-05T11:55:42","benign"
"trytond-6.4.3","trytond","6.4.3","2022-07-01T21:03:57","benign"
"typed_ast-1.5.4","typed_ast","1.5.4","2022-05-21T21:30:52","benign"
"typer-0.25.0","typer","0.25.0","2026-04-26T08:46:15","benign"
"types_aiobotocore_apigateway-3.3.0","types_aiobotocore_apigateway","3.3.0","2026-03-19T02:26:21","benign"
"types_aiobotocore_invoicing-3.3.0","types_aiobotocore_invoicing","3.3.0","2026-03-19T02:30:24","benign"
"types_aiobotocore_neptune_graph-3.3.0","types_aiobotocore_neptune_graph","3.3.0","2026-03-19T02:32:14","benign"
"types_aiobotocore_notifications-3.3.0","types_aiobotocore_notifications","3.3.0","2026-03-19T02:32:23","benign"
"types_aiobotocore_route53resolver-3.3.0","types_aiobotocore_route53resolver","3.3.0","2026-03-19T02:33:43","benign"
"types_aiobotocore_sso_oidc-3.3.0","types_aiobotocore_sso_oidc","3.3.0","2026-03-19T02:34:51","benign"
"types_pyaudio-0.2.16.20250801","types_pyaudio","0.2.16.20250801","2025-08-01T03:48:35","benign"
"types_setuptools-63.2.2","types_setuptools","63.2.2","2022-07-28T01:53:39","benign"
"typing_utils-0.1.0","typing_utils","0.1.0","2021-05-23T18:12:33","benign"
"umap-learn-0.5.3","umap-learn","0.5.3","2022-04-13T21:20:36","benign"
"unidep-2.1.0","unidep","2.1.0","2026-02-24T23:08:20","benign"
"unittest_xml_reporting-3.2.0","unittest_xml_reporting","3.2.0","2022-01-20T19:09:53","benign"
"urllib3_lts-2026.21441.1","urllib3_lts","2026.21441.1","2026-02-23T05:48:23","benign"
"vcver-0.2.12","vcver","0.2.12","2021-08-10T05:21:09","benign"
"Wand-0.6.8","Wand","0.6.8","2022-07-17T00:31:35","benign"
"wasabi-0.10.1","wasabi","0.10.1","2022-07-28T08:17:53","benign"
"wcwidth-0.2.5","wcwidth","0.2.5","2020-06-23T16:10:28","benign"
"Werkzeug-2.2.1","Werkzeug","2.2.1","2022-07-27T20:44:18","benign"
"wikipedia-1.4.0","wikipedia","1.4.0","2014-11-15T15:59:49","benign"
"wsproto-1.1.0","wsproto","1.1.0","2022-02-27T09:39:16","benign"
"wtforms_components-0.11.0","wtforms_components","0.11.0","2024-11-15T13:43:14","benign"
"xblock-6.0.0","xblock","6.0.0","2026-03-24T16:06:57","benign"
"yarl-1.7.2","yarl","1.7.2","2021-11-01T20:23:48","benign"
"yaspin-2.1.0","yaspin","2.1.0","2021-08-14T16:28:56","benign"
"zerobouncesdk-2.1.11","zerobouncesdk","2.1.11","2026-03-03T12:30:45","benign"
"zeroconf-0.38.7","zeroconf","0.38.7","2022-06-14T17:51:47","benign"
"zict-2.2.0","zict","2.2.0","2022-04-28T14:19:43","benign"
"zipp-3.8.1","zipp","3.8.1","2022-07-12T14:21:20","benign"
"ZODB-5.7.0","ZODB","5.7.0","2022-03-17T10:12:38","benign"
"zope.i18nmessageid-5.0.1","zope.i18nmessageid","5.0.1","2020-03-10T12:53:47","benign"
"Zope2-4.0a6","Zope2","4.0a6","2017-06-01T12:21:35","benign"
