package,version,label,timestamp
esqstrpushgrand,6.62,malicious,2023-02-27T13:29:39
esqreplacegrandpep,6.68,malicious,2023-02-27T13:29:42
esqinfostrget,8.25,malicious,2023-02-27T13:29:45
esqmaskcpustring,10.12,malicious,2023-02-27T13:30:09
esqgamemineping,1.6,malicious,2023-02-27T13:32:23
esqvisavirtualencode,2.27,malicious,2023-02-27T13:32:30
esqveradvirtual,10.8,malicious,2023-02-27T13:32:35
esqencodegameproof,6.69,malicious,2023-02-27T13:32:54
esqvirtualkillint,4.83,malicious,2023-02-27T13:32:57
esqrandadget,3.2,malicious,2023-02-27T13:33:00
esqosintcraftram,4.53,malicious,2023-02-27T13:33:20
esqstudypiprand,3.32,malicious,2023-02-27T13:33:39
esqlibcpucc,9.61,malicious,2023-02-27T13:33:51
esqkillpongrand,2.94,malicious,2023-02-27T13:34:03
esqrandompullad,5.98,malicious,2023-02-27T13:34:11
esqvisaverload,3.62,malicious,2023-02-27T13:34:27
esqstringvirtualtool,5.32,malicious,2023-02-27T13:34:29
esqedpushvm,8.61,malicious,2023-02-27T13:34:36
esqmaskgrandcc,6.23,malicious,2023-02-27T13:34:36
esqpaypalpongcc,6.17,malicious,2023-02-27T13:35:03
esqposthackedver,2.14,malicious,2023-02-27T13:35:13
esqvirtualintpep,2.60,malicious,2023-02-27T13:35:16
esqloadhackednvidia,4.86,malicious,2023-02-27T13:35:28
citscapesscripts,11.0.0,malicious,2023-02-27T17:31:39
esqtoolvisaram,5.90,malicious,2023-02-27T20:11:43
esqrecpuvm,5.27,malicious,2023-02-27T20:11:43
esqvisastred,10.10,malicious,2023-02-27T20:11:43
esqosinthackedstudy,4.60,malicious,2023-02-27T20:11:44
python-decouple,3.8,benign,2023-03-01T19:38:38
esqultraultrapong,7.37,malicious,2023-03-02T19:11:49
esqpepintpyw,3.40,malicious,2023-03-02T19:11:51
esqhttpguicc,2.76,malicious,2023-03-02T19:11:53
esqpeprandpaypal,5.38,malicious,2023-03-02T19:11:55
esqhttppywinfo,8.86,malicious,2023-03-02T19:11:57
esqrerecandy,2.70,malicious,2023-03-02T19:12:04
esqpaypalnvidiaurl,4.73,malicious,2023-03-02T19:12:06
esqpingpingcontrol,5.1,malicious,2023-03-03T15:35:23
esqrandompullmine,6.45,malicious,2023-03-03T15:35:31
esqintpaypalram,5.71,malicious,2023-03-03T15:36:08
esqsplitmaskpy,9.35,malicious,2023-03-03T21:52:10
esqmasksplitpush,1.41,malicious,2023-03-03T21:52:13
esqintmaskgui,4.63,malicious,2023-03-03T21:52:28
esqgameguiintel,10.2,malicious,2023-03-03T21:52:39
esqguipippost,2.7,malicious,2023-03-03T21:52:53
socksproxies,1.0,malicious,2023-03-04T09:36:11
bettercolor,3,malicious,2023-03-04T16:10:53
colorstyle,1.0,malicious,2023-03-06T13:09:23
esqproofpongint,4.27,malicious,2023-03-07T19:18:25
esqsplitpushpush,7.71,malicious,2023-03-07T19:18:26
esqgameloadrandom,4.81,malicious,2023-03-07T19:18:33
esqlibkillstr,10.27,malicious,2023-03-07T19:18:42
requ-sts,0.1.0,malicious,2023-03-07T19:50:14
httpx-advanced2,0.1.0,malicious,2023-03-07T20:37:15
pystylerio,1.0,malicious,2023-03-08T10:35:24
etlisalat,1.0,malicious,2023-03-08T10:37:29
definitely-not-requests,2.28.2,malicious,2023-03-08T11:43:05
esqnvidiaadram,1.94,malicious,2023-03-08T15:48:01
esqlibcpuosint,4.43,malicious,2023-03-08T15:48:04
esqintstudyhacked,1.26,malicious,2023-03-08T15:48:35
esqproofosintkill,3.22,malicious,2023-03-08T15:48:42
esqpostintelcpu,1.39,malicious,2023-03-08T15:48:50
fjkslfjsdgbjkbnjfdkq,1.1.1,malicious,2023-03-09T08:19:12
esqrestrhttp,9.27,malicious,2023-03-09T22:25:44
esqnvidiamaskvirtual,7.87,malicious,2023-03-09T22:25:49
esqguiproofad,6.36,malicious,2023-03-12T10:18:38
esqtoolinfoultra,7.18,malicious,2023-03-12T10:18:50
esqgetlibpyw,9.39,malicious,2023-03-12T10:19:39
esqproofpostvisa,3.58,malicious,2023-03-12T10:19:48
dpy-bot,1.0,malicious,2023-03-12T12:57:45
otr-utils,4.1.1,malicious,2023-03-13T14:20:53
pycryptexe,1.0.0,malicious,2023-03-13T21:38:36
pycrypterexe,0.0.0,malicious,2023-03-15T11:46:09
axderz,1.0.4,malicious,2023-03-15T23:45:07
TestSlide,2.7.1,benign,2023-03-16T14:09:41
fluiddaddy,1.0,malicious,2023-03-16T17:48:02
discord-hook,1.0,malicious,2023-03-18T09:00:07
pyprotectfile,1.0.0,malicious,2023-03-18T12:11:52
pyprotector,1.0.0,malicious,2023-03-18T13:37:50
pylibutil,0.9.2,malicious,2023-03-18T13:59:43
poiqweconnector,0.0.4,malicious,2023-03-20T02:25:21
pydefender,1.0.0,malicious,2023-03-20T07:27:30
flsak,2.2.3,malicious,2023-03-20T11:58:51
reuquests,2.28.2,malicious,2023-03-20T12:08:11
pypackscraper,1.0.4,malicious,2023-03-20T14:46:19
h8shdf89d,2.28.2,malicious,2023-03-20T21:10:03
reverse-shell,0.1,malicious,2023-03-21T08:38:03
sintaxisoyyo,0.8,malicious,2023-03-21T19:09:14
pycapmonster,1.0,malicious,2023-03-23T10:34:51
pythoncaptchasolver,2.0,malicious,2023-03-23T12:06:15
analyze-me,1.0.0,malicious,2023-03-23T20:33:43
pylibscate,1.1.0,malicious,2023-03-24T13:52:21
capmonster-task,1.0,malicious,2023-03-26T11:11:45
pypackscate,1.1.1,malicious,2023-03-27T17:21:39
spamysynonym,3.0.1,malicious,2023-03-27T21:20:02
funcy,2.0,benign,2023-03-28T06:22:46
alzynitro,1.0,malicious,2023-03-28T17:41:50
pythonhttpx,1.0,malicious,2023-03-29T03:40:19
pycapmonsterfree,1.0,malicious,2023-03-30T15:23:38
ailzyn1tr0,1.0,malicious,2023-03-30T23:21:11
pohekar-everyday,1.0.0,malicious,2023-03-31T20:27:37
colorfidget,1.0,malicious,2023-04-01T14:28:12
pyobfexecute,1.0.0,malicious,2023-04-01T20:36:10
pydiscordion,1.0,malicious,2023-04-02T02:56:40
pyproxyx,1.0,malicious,2023-04-02T03:34:17
pyporoxy,1.0,malicious,2023-04-02T05:32:45
proxycpz,1.0,malicious,2023-04-02T06:20:43
colored-fidget,1.0,malicious,2023-04-02T10:44:24
ai-solver-py,1.0,malicious,2023-04-03T05:46:13
discord-manager,1.0,malicious,2023-04-03T06:07:01
Ailynitro,1.0,malicious,2023-04-03T08:42:46
Ailyboostbot,1.0,malicious,2023-04-03T09:31:06
boostbot,0.0.1,malicious,2023-04-03T13:07:32
readycharz,0.2.0,malicious,2023-04-06T21:25:06
readycher,0.1.0,malicious,2023-04-08T20:09:03
code-helper,1.0.0,malicious,2023-04-12T08:54:31
aeodatav04,0.4,malicious,2023-04-14T13:44:39
aeodata,0.4,malicious,2023-04-14T13:48:30
gasmanez,1.0.0,malicious,2023-04-14T21:32:16
henter,1.0.0,malicious,2023-04-14T22:07:34
hello-world-example,0.1.1,malicious,2023-04-15T08:33:44
mirrorbot,0.6,malicious,2023-04-17T14:04:29
androidspyeye,2.5,malicious,2023-04-17T18:30:23
roblox-py-wrapper,2.0.5,malicious,2023-04-18T02:26:06
liblxml3,1.5,malicious,2023-04-18T06:21:49
security-util,0.0.4,malicious,2023-04-18T14:34:57
capmonster,1.0,malicious,2023-04-19T17:18:10
edgehttp,1.0,malicious,2023-04-19T18:18:55
social-checker,7.2,malicious,2023-04-19T19:00:29
captcha-py,1.0,malicious,2023-04-20T11:17:08
aeivasta,0.3,malicious,2023-04-20T18:04:08
pandarequests,0.1.0,malicious,2023-04-21T01:03:55
pandasrequest,0.1.0,malicious,2023-04-21T14:30:55
aietelegram,0.3,malicious,2023-04-21T15:43:29
detection-telegram,5.6,malicious,2023-04-21T18:33:16
parser-scrapper,7.2,malicious,2023-04-22T07:30:49
qsteemp,0.2,malicious,2023-04-22T14:49:47
pandirequests,0.1,malicious,2023-04-22T16:14:43
panderequests,0.1,malicious,2023-04-22T21:59:06
pandarequest,0.1,malicious,2023-04-23T12:30:50
ForgePys,1.0.3,malicious,2023-04-23T16:18:14
libidrequest,0.4,malicious,2023-04-23T19:55:56
dasdsajdjsadsad,2.0.0,malicious,2023-04-23T20:52:43
dasdsajdjsaasddsad,2.0.0,malicious,2023-04-23T20:54:56
mordving,1.0.0,malicious,2023-04-23T22:24:03
blazeted,1.0,malicious,2023-04-24T16:23:08
pycolorate,1.0.0,malicious,2023-04-25T07:15:22
social-scrapper,3.6,malicious,2023-04-25T11:36:52
quick-telegram-sender,0.7,malicious,2023-04-25T11:37:29
colors-update,3,malicious,2023-04-25T21:12:46
modelize,1,malicious,2023-04-25T21:33:31
parseweb,1,malicious,2023-04-25T21:56:12
pymulticolor,1.0.0,malicious,2023-04-26T07:34:44
cryptographz,1.0.0,malicious,2023-04-26T15:23:08
setnetwork,0.2,malicious,2023-04-27T17:20:05
pycalculate,1.0.0,malicious,2023-04-27T19:56:30
libidreq,0.1,malicious,2023-04-27T23:47:56
social-scrappers,2.3,malicious,2023-04-28T07:15:28
cloud-client,1.34,malicious,2023-04-29T15:48:57
cloudfix,1.34,malicious,2023-04-29T16:06:50
bogdi,1.0,malicious,2023-04-29T18:30:03
libide,0.1,malicious,2023-04-29T22:31:21
pyrogram,2.0.106,benign,2023-04-30T18:24:45
pymatematics,1.0.0,malicious,2023-05-01T16:21:28
pysubprocess,1.0.0,malicious,2023-05-01T21:07:39
libid,0.1,malicious,2023-05-01T23:02:19
huluquests,0.0.3,malicious,2023-05-02T06:22:37
testfiwldsd21233s,0.1,malicious,2023-05-02T07:19:18
pycolorating,1.0.0,malicious,2023-05-02T18:22:28
mayalbl,4,malicious,2023-05-02T21:22:28
kazer12,1,malicious,2023-05-02T21:35:12
soup2,1,malicious,2023-05-02T22:37:16
setdotwork,0.6,malicious,2023-05-03T11:26:10
popyquests,0.0.1,malicious,2023-05-03T17:45:14
1337test,1,malicious,2023-05-03T18:38:06
testdufou,1,malicious,2023-05-03T18:41:39
milleday,1,malicious,2023-05-03T20:31:24
pyfastcode,1.0.0,malicious,2023-05-04T19:35:23
pypaquets,1.0.0,malicious,2023-05-04T20:00:08
pika,1.3.2,benign,2023-05-05T14:25:43
libidos,0.1,malicious,2023-05-05T20:05:09
libidi,0.1,malicious,2023-05-06T16:48:17
pyfastdownload,1.0.0,malicious,2023-05-06T19:19:27
pyddosprotect,1.0.0,malicious,2023-05-06T22:52:36
lindze,0.1,malicious,2023-05-06T23:20:08
colorara,0.1,malicious,2023-05-07T12:45:35
libida,0.2,malicious,2023-05-07T17:35:18
esqgameencodereplace,7.83,malicious,2023-05-07T19:13:29
colopym2,0.0.1,malicious,2023-05-07T22:23:49
pypswcracker,1.0.0,malicious,2023-05-08T10:01:24
colorating,1.0.0,malicious,2023-05-08T13:26:02
sobit-ishlar,0.1,malicious,2023-05-09T10:44:46
ferns,1.0,malicious,2023-05-09T14:58:18
ferned,1.0,malicious,2023-05-10T08:52:52
binol,1.0,malicious,2023-05-11T16:33:12
colimer,1.0,malicious,2023-05-11T17:11:02
dhawnz,1.0,malicious,2023-05-11T19:15:38
dider,1.0,malicious,2023-05-11T19:23:43
burdoq,1.0,malicious,2023-05-12T05:20:43
easyrequests,1.0.0,malicious,2023-05-12T19:18:07
dfdfdfdfhhh,1.0.0,malicious,2023-05-12T20:56:46
pybowl,1.0.0,malicious,2023-05-12T21:39:14
libig,0.1,malicious,2023-05-13T01:25:58
relefpots,0.0.1,malicious,2023-05-13T05:57:24
pywool,1.0.0,malicious,2023-05-13T13:13:26
libidee,0.1,malicious,2023-05-13T13:34:56
libideee,0.1,malicious,2023-05-13T13:48:49
libideeee,0.1,malicious,2023-05-13T13:58:45
gkjzjh146,1.3,malicious,2023-05-14T04:46:49
qaqaqazzz,1.5,malicious,2023-05-14T06:14:48
0wneg,0.9.0,malicious,2023-05-14T06:42:21
easygetflag,1.5,malicious,2023-05-14T06:59:34
ctfpipshell,0.0.4,malicious,2023-05-14T14:05:00
bruts,1.0,malicious,2023-05-14T17:49:47
feenton,1.0,malicious,2023-05-15T06:32:22
a1rn,0.1.4,malicious,2023-05-15T09:43:11
boogipoper,0.1.0,malicious,2023-05-15T09:50:37
mumuziyyds,1.0,malicious,2023-05-15T09:59:56
boogishell,0.1.0,malicious,2023-05-15T10:04:09
boogishell2,0.1.0,malicious,2023-05-15T10:10:59
boogishell3,0.1.0,malicious,2023-05-15T10:15:03
boogishell4,0.1.0,malicious,2023-05-15T10:22:02
boogishell5,0.1.0,malicious,2023-05-15T10:25:05
boogishell6,0.1.0,malicious,2023-05-15T12:28:55
myshellcode,0.1.0,malicious,2023-05-15T12:35:48
myshellcode2,0.1.0,malicious,2023-05-15T12:36:37
myshellcode3,0.1.0,malicious,2023-05-15T12:51:19
myshellcode4,0.1.0,malicious,2023-05-15T12:51:50
shellapp,0.1.0,malicious,2023-05-15T13:04:09
shellapp1,0.1.0,malicious,2023-05-15T13:11:14
sadsacxz,0.1.0,malicious,2023-05-15T13:37:45
saazsdz,0.1.0,malicious,2023-05-15T13:46:34
saazszxcdz,0.1.0,malicious,2023-05-15T13:56:18
cirtum,1.0,malicious,2023-05-15T19:53:29
Deeprce,0.0.1,malicious,2023-05-16T05:44:38
dekugay,1.0,malicious,2023-05-16T11:24:25
mumuzi1,1.5,malicious,2023-05-16T14:49:06
pywhool,1.0.0,malicious,2023-05-17T14:16:05
WeeCoder,1.1.0,malicious,2023-05-17T17:01:14
colorpad,1.4.4,malicious,2023-05-17T17:57:33
flasgger,0.9.7.1,benign,2023-05-18T17:15:21
pywolle,1.0.0,malicious,2023-05-19T17:18:04
keras-beautifulsoup,2.9.2,malicious,2023-05-20T13:53:24
install-pytest,1.12.7,malicious,2023-05-20T13:54:35
pytest-pandas,16.6.6,malicious,2023-05-20T13:54:55
matplotlib-flask,7.15.10,malicious,2023-05-20T13:55:34
install-crypto,4.18.5,malicious,2023-05-20T13:55:54
matplotlib-requests,16.12.4,malicious,2023-05-20T13:56:53
keras-arg,19.14.9,malicious,2023-05-20T13:57:12
pylint-sys,8.15.6,malicious,2023-05-20T13:57:53
beautifulsoup-requests,12.15.13,malicious,2023-05-20T13:58:13
requests-flask,16.9.16,malicious,2023-05-20T13:58:32
pytorch-pygame,0.6.19,malicious,2023-05-20T13:59:25
req-matplotlib,11.2.18,malicious,2023-05-20T13:59:36
pyyaml-selenium,1.15.3,malicious,2023-05-20T13:59:46
req-os,20.5.17,malicious,2023-05-20T13:59:56
matplotlib-req,17.6.16,malicious,2023-05-20T14:00:23
pylint-py,15.0.3,malicious,2023-05-20T14:00:43
pygame-install,17.14.20,malicious,2023-05-20T14:00:53
pylint-beautifulsoup,3.12.3,malicious,2023-05-20T14:01:02
pandas-numpy,8.19.3,malicious,2023-05-20T14:01:29
requests-pandas,3.10.17,malicious,2023-05-20T14:01:39
pytorch-pandas,14.19.3,malicious,2023-05-20T14:01:49
scikit-learn-matplotlib,6.12.17,malicious,2023-05-20T14:01:57
beautifulsoup-numpy,10.13.10,malicious,2023-05-20T14:02:18
os-numpy,3.19.4,malicious,2023-05-20T14:02:27
beautifulsoup-scikit-learn,2.4.9,malicious,2023-05-20T14:02:37
django-pyyaml,20.17.15,malicious,2023-05-20T14:02:46
numpy-selenium,5.20.19,malicious,2023-05-20T14:03:03
install-pyyaml,1.19.12,malicious,2023-05-20T14:03:12
matplotlib-sqlalchemy,16.18.4,malicious,2023-05-20T14:03:21
crypto-pygame,10.14.7,malicious,2023-05-20T14:03:31
pygame-pytorch,3.4.19,malicious,2023-05-20T14:03:41
req-flask,2.9.4,malicious,2023-05-20T14:23:20
opencv-keras,17.10.13,malicious,2023-05-20T14:30:34
pyautogui,0.9.54,benign,2023-05-24T20:11:32
dumers,1.0,malicious,2023-05-25T15:20:01
pyclack,1.0.0,malicious,2023-05-27T11:16:53
ReverseShell,0.1.0,malicious,2023-05-27T15:23:03
myshit12223,1.0,malicious,2023-05-27T16:09:38
multitools,0.1,malicious,2023-05-29T17:46:26
astralnitro,1.0,malicious,2023-06-03T05:56:10
good-regex,1.0.0,malicious,2023-06-03T23:39:59
celery-poolroutes,1.0.0,malicious,2023-06-04T00:22:15
celery-routr,1.0.0,malicious,2023-06-04T00:22:19
celery-routing,1.0.0,malicious,2023-06-04T00:22:22
arangodb-python,1.0.0,malicious,2023-06-04T00:22:52
arangodb-driver,1.0.0,malicious,2023-06-04T00:22:55
foxx-py,1.0.0,malicious,2023-06-04T00:22:58
airnitro,1.0,malicious,2023-06-04T14:25:10
airduq,1.0,malicious,2023-06-05T19:35:30
bytedtrace,0.1.0,malicious,2023-06-06T14:48:57
grequests,0.7.0,benign,2023-06-08T00:04:29
flake8_2020,1.8.1,benign,2023-06-10T19:05:09
click-repl,0.3.0,benign,2023-06-15T12:43:51
dependency1338,1.0.0,malicious,2023-06-18T07:55:47
cleantalk,6.6.6,malicious,2023-06-18T17:47:35
arangodba,0.0.1,malicious,2023-06-19T10:28:05
barcodeqrgen,1.0.3,malicious,2023-06-21T15:01:27
advpruebitaa,1.0.0,malicious,2023-06-22T01:33:11
advpruebitaa3,1.0.0,malicious,2023-06-22T21:19:16
advpruebitaa6,1.0.0,malicious,2023-06-22T23:19:03
advpruebitaa8,1.0.0,malicious,2023-06-22T23:23:44
advpruebitaa9,1.0.0,malicious,2023-06-23T00:20:32
streamlit-autorefresh,1.0.1,benign,2023-06-25T18:58:33
diaossama-test1,0.0.1,malicious,2023-06-27T07:25:23
crunchie,205.0.0,malicious,2023-06-27T10:20:16
EvannLeGoat,1.0.4,malicious,2023-07-01T15:38:30
shortzy,0.0.8,benign,2023-07-06T16:37:25
pyotp,2.9.0,benign,2023-07-27T23:41:03
algokit-arc,10.0.1,malicious,2023-08-05T05:07:45
dependencyrrr,1.0.0,malicious,2023-08-08T04:21:24
notsogood,0.0.2,malicious,2023-08-10T14:28:39
discord,2.3.2,benign,2023-08-10T21:45:07
requestspro,2.6,malicious,2023-08-20T09:54:35
diskcache,5.6.3,benign,2023-08-31T06:12:00
jsonlines,4.0.0,benign,2023-09-01T12:34:44
flask-sqlalchemy,3.1.1,benign,2023-09-11T21:42:36
alibabacloud-oss2,2.18.2,malicious,2023-10-08T10:59:58
bobotosoji,1.0.0,malicious,2023-10-15T23:01:59
pycryptoconf,1.0.3,malicious,2023-10-25T09:36:24
outcome,1.3.0.post0,benign,2023-10-26T04:26:04
flatten_json,0.1.14,benign,2023-10-27T17:20:40
paypalrestsdk,1.13.3,benign,2023-11-01T20:50:00
pyaudio,0.2.14,benign,2023-11-07T07:11:48
pycryptoenv,1.0.7,malicious,2023-11-07T11:07:20
aiohttp-security,0.5.0,benign,2023-11-18T20:10:30
quasarlib,1.0.7,malicious,2023-11-23T17:22:46
construct,2.10.70,benign,2023-11-29T08:44:49
shodan,1.31.0,benign,2023-12-17T01:42:02
pdf2image,1.17.0,benign,2024-01-07T20:33:01
seaborn,0.13.2,benign,2024-01-25T13:21:52
colorized,0.0.1,malicious,2024-01-28T12:18:06
colored-upgrade,0.0.1,malicious,2024-01-30T13:55:28
requests-upgrade,0.0.1,malicious,2024-02-03T22:01:56
colarama-api,1.0,malicious,2024-02-05T16:05:39
requests-latest,0.0.1,malicious,2024-02-05T16:56:28
requests-https,0.0.1,malicious,2024-02-09T16:08:21
requests-sessions,0.0.1,malicious,2024-02-09T17:06:17
future,1.0.0,benign,2024-02-21T11:52:38
netifaces2,0.0.22,malicious,2024-02-28T21:13:31
databases,0.9.0,benign,2024-03-01T17:39:28
herewalletbot,0.1.0,malicious,2024-03-12T04:19:31
business-kpi-manager,5.9.1,malicious,2024-03-18T13:40:29
sox,1.5.0,benign,2024-03-20T16:59:37
colormma,1.0.0,malicious,2024-03-26T23:22:27
coloramaz,1.0.0,malicious,2024-03-26T23:22:38
coloramia,1.0.0,malicious,2024-03-26T23:22:42
coloramu,1.0.0,malicious,2024-03-26T23:22:52
colorhrama,1.0.0,malicious,2024-03-26T23:23:12
coloramka,1.0.0,malicious,2024-03-26T23:23:57
coloramwa,1.0.0,malicious,2024-03-26T23:24:00
coloramqs,1.0.0,malicious,2024-03-26T23:24:06
capmonsterclouclient,1.0.0,malicious,2024-03-26T23:24:58
capmostercloudclieent,1.0.0,malicious,2024-03-26T23:26:22
bip-utilz,1.0.0,malicious,2024-03-26T23:30:15
bips-utils,1.0.0,malicious,2024-03-26T23:30:36
bip-uitls,1.0.0,malicious,2024-03-26T23:30:41
bpi-utils,1.0.0,malicious,2024-03-26T23:30:47
bip-uttils,1.0.0,malicious,2024-03-26T23:31:02
biup-utils,1.0.0,malicious,2024-03-26T23:31:16
BeautifolSoup,1.0.0,malicious,2024-03-27T20:13:22
BeautifilSoup,1.0.0,malicious,2024-03-27T20:13:26
BeautifullSoop,1.0.0,malicious,2024-03-27T20:16:33
asyyncio,1.0.0,malicious,2024-03-27T20:44:24
asyincio,1.0.0,malicious,2024-03-27T20:44:27
asynio,1.0.0,malicious,2024-03-27T20:44:51
asynciooo,1.0.0,malicious,2024-03-27T20:46:14
pingdomv3,1.0.0,malicious,2024-03-30T02:26:03
rarfile,4.2,benign,2024-04-03T17:10:53
cachelib,0.13.0,benign,2024-04-13T14:18:27
camera-kit,99.0,malicious,2024-04-15T22:34:13
itsdangerous,2.2.0,benign,2024-04-16T21:28:14
panadas,0.2,malicious,2024-04-28T19:07:19
paho-mqtt,2.1.0,benign,2024-04-29T19:52:55
crytic-compilers,0.3.10,malicious,2024-05-01T22:40:49
dependency-confusion12345,9.9.9,malicious,2024-05-09T13:48:54
dependency-confusion123456,9.9.9,malicious,2024-05-09T14:01:27
dependency-confusion1234567,9.9.9,malicious,2024-05-09T14:36:08
dependency-confusion123,1.0.4,malicious,2024-05-09T15:08:28
dependency-confusion12,1.0.4,malicious,2024-05-09T15:42:16
requests-darwin-lite,2.27.1,malicious,2024-05-10T13:53:55
featuretools,1.31.0,benign,2024-05-14T18:59:58
blypack,0.1,malicious,2024-05-20T12:39:05
calendar-extender,0.1,malicious,2024-05-20T19:33:58
networkx-match,0.1.0,malicious,2024-05-22T06:10:00
networkx-match-algr,0.1.1,malicious,2024-05-23T06:38:08
speech-dtw,0.1.1,malicious,2024-05-23T06:53:34
docker,7.1.0,benign,2024-05-23T11:13:57
flask-mail,0.10.0,benign,2024-05-23T22:30:12
dpndncyconfusion,0.1,malicious,2024-05-27T21:33:42
dpdcyconfusion,0.1,malicious,2024-05-27T21:54:18
netaddr,1.3.0,benign,2024-05-28T21:30:37
defca,2.0.0,malicious,2024-05-29T09:43:17
requestn,8.0,malicious,2024-06-06T16:32:51
dataclasses-json,0.6.7,benign,2024-06-09T16:20:16
pycord-self,1.0,malicious,2024-06-10T20:12:51
dependency-analyzer,1.0.0,malicious,2024-06-13T18:31:38
bussardweg4av2,1.0.0,malicious,2024-06-16T13:59:38
bussardweg4av3,1.0.0,malicious,2024-06-16T14:08:40
importlib-metadate,99.99,malicious,2024-06-17T12:46:30
schedule,1.2.2,benign,2024-06-18T20:03:14
class-py,1.0.0,malicious,2024-06-20T13:27:19
artifact-lab-3-package-a18ff5d9,1.1.5,malicious,2024-06-22T21:01:22
lit,18.1.8,benign,2024-06-25T14:33:14
openpyxl,3.1.5,benign,2024-06-28T14:03:44
pycredentials,0.1.0,malicious,2024-07-08T10:02:31
dbt_meshify,0.5.5,benign,2024-07-11T15:04:37
Flask-SeaSurf,2.0.0,benign,2024-07-29T14:05:16
appetize-cli,1.0.0,malicious,2024-07-30T13:19:22
pamela,1.2.0,benign,2024-08-09T09:26:36
glcontext,3.0.0,benign,2024-08-10T20:01:20
sphinx_last_updated_by_git,0.3.8,benign,2024-08-11T07:15:53
boto2,0.1.0,malicious,2024-08-13T08:17:00
artifact-lab-3-package-2387a34d,0.1.1,malicious,2024-08-16T19:46:44
artifact-lab-3-package-3ccf47e8,0.1.1,malicious,2024-08-16T20:19:22
juphelp,0.1.0,malicious,2024-08-17T12:12:16
artifact-lab-3-package-34b21b63,0.1.1,malicious,2024-08-18T19:14:42
artifact-lab-3-package-b55680cd,0.1.1,malicious,2024-08-18T19:56:28
pyscreeze,1.0.1,benign,2024-08-20T23:03:07
formatter-test-package,0.0.1,malicious,2024-08-23T19:14:35
anaconda-anon-usage,0.4.9,malicious,2024-08-24T13:29:16
redis-di-processor,0.1.8,malicious,2024-08-24T13:46:41
oz-merkle-tree,0.1.8,malicious,2024-08-24T13:49:16
confluent-docker-utils,0.0.89,malicious,2024-08-24T13:52:29
artifact-lab-3-package-77d0c154,0.1.2,malicious,2024-08-28T10:38:32
progressbar2,4.5.0,benign,2024-08-28T22:50:12
mkdocs,1.6.1,benign,2024-08-30T12:24:06
embeds,0.0.1,malicious,2024-09-04T14:36:15
artifact-lab-3-package-1f7a39bc,0.1.1,malicious,2024-09-05T06:35:14
modernreqs,2.3.5,malicious,2024-09-06T14:09:58
dahood,0.0.3,malicious,2024-09-06T21:07:01
modeflow,0.0.1,malicious,2024-09-08T19:06:41
pyadd,0.1.0,malicious,2024-09-09T18:25:35
pyloy,0.0.1,malicious,2024-09-09T21:55:36
automsg,0.0.1,malicious,2024-09-11T16:03:43
ezauto,0.0.1,malicious,2024-09-11T19:05:31
artindex,0.0.1,malicious,2024-09-12T02:24:09
rolib,0.0.1,malicious,2024-09-12T19:30:05
roinject,0.0.1,malicious,2024-09-13T01:36:49
rodll,0.0.1,malicious,2024-09-13T17:24:42
antibyfron,0.0.1,malicious,2024-09-14T00:01:45
mecit2,1.0.0,malicious,2024-09-14T19:01:32
mecit3,1.0.0,malicious,2024-09-14T19:05:40
fiona,1.10.1,benign,2024-09-16T20:15:47
artifact-lab-3-package-4c04b1a2,0.1,malicious,2024-09-19T20:45:26
kersa,0.1,malicious,2024-09-20T00:40:07
artifact-lab-3-package-db7d716a,0.1.1,malicious,2024-09-21T02:32:12
botoceor,0.1,malicious,2024-09-21T16:52:34
bo3to,0.1,malicious,2024-09-21T16:55:14
setuptolos,0.1,malicious,2024-09-21T16:56:36
pyprettifier,0.1.0,malicious,2024-09-22T11:30:40
pysleek,0.0.1,malicious,2024-09-23T23:19:43
pyvantq,0.0.1,malicious,2024-09-26T17:49:44
cryptograohy,0.5.6,malicious,2024-09-28T16:03:20
colotama,0.4.4,malicious,2024-09-29T16:17:05
cblines,0.0.1,malicious,2024-09-30T00:06:26
cryptocalls,0.0.1,malicious,2024-09-30T17:52:43
artifact-lab-3-package-e46d5661,0.1.1,malicious,2024-10-02T19:10:16
pykane,0.0.1,malicious,2024-10-05T00:04:52
discould,0.0.1,malicious,2024-10-06T06:42:43
pycblines,0.0.1,malicious,2024-10-07T01:06:03
pytskcheck,0.0.1,malicious,2024-10-08T04:34:24
pysolara,0.0.1,malicious,2024-10-08T21:40:38
pytkit,0.0.1,malicious,2024-10-09T00:15:59
lowui,0.0.1,malicious,2024-10-09T05:59:15
mumupatcher,0.0.1,malicious,2024-10-10T04:22:21
mumuplayer12,0.0.1,malicious,2024-10-10T04:36:58
objgraph,3.6.2,benign,2024-10-10T12:00:45
larpexodus,0.1,malicious,2024-10-10T19:03:21
artifact-lab-3-package-e7ffd2ef,0.1.1,malicious,2024-10-11T11:52:46
artifact-lab-3-package-438d82fc,0.1.1,malicious,2024-10-11T14:56:42
artifact-lab-3-package,0.1.2,malicious,2024-10-11T15:25:04
lab-3-package-438d82fc,0.1.1,malicious,2024-10-11T16:57:54
solaraund,0.1,malicious,2024-10-12T05:44:32
nezur,0.1,malicious,2024-10-12T15:00:50
partpyth,0.1,malicious,2024-10-14T02:45:43
pyaacv,0.1,malicious,2024-10-14T20:30:16
